"baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","gene_id"
48.0098162652977,-2.95648223189351,0.382971067996367,-7.71985791867065,1.1645944960157e-14,4.30899963525809e-13,"FTO"
43.4478774256184,-3.31969907706396,0.593065559632858,-5.59752462968688,2.17433970323717e-08,4.02252845098876e-07,"MC4R"
87.3010150347127,-1.65443205739908,0.366514480197487,-4.51396096685629,6.36279325156357e-06,7.84744501026173e-05,"UBR2"
49.8127504513841,0.838968727814685,0.333599152979444,2.51490065343895,0.0119065929887501,0.110135985145938,"SH2B1"
36.7580204288713,2.74246670171169,1.15583817091699,2.37270819628317,0.017658208235188,0.130670740940391,"LEPR"
49.5404044264125,0.640906866365948,0.315118623525029,2.03385905661981,0.041965808099879,0.258789149949254,"POMC"
40.2872718119288,-1.47419023404308,0.927390932841399,-1.58961035938357,0.111922660521447,0.591591205613364,"SIM1"
51.1283390060324,0.643836678556792,0.458779123061082,1.40336960902005,0.16050665065802,0.74234325929334,"PCSK1"
32.0519334169253,0.204816853659025,1.05467213510993,0.194199549642673,0.846019635491141,0.997925945553842,"ADCY3"
32.1431128187178,0.0966524645126249,1.06217748137696,0.0909946465701085,0.927496844828392,0.997925945553842,"AGRP"
32.0207458493551,-0.0513994845286716,1.05381917684049,-0.048774482053719,0.961099018335047,0.997925945553842,"ANKRD27"
32.044095177853,0.099185589766527,1.05442973348495,0.0940656229777522,0.925057028151722,0.997925945553842,"ANO4"
32.0374765240777,-0.0908669727302913,1.05540285041004,-0.0860969559585596,0.931389343434035,0.997925945553842,"BDNF"
32.0167610872942,-0.0569288011661409,1.05369744517461,-0.0540276541685144,0.956913131572662,0.997925945553842,"CADM1"
31.6149644968239,0.00271277380906202,1.04359743574089,0.00259944468638533,0.997925945553842,0.997925945553842,"CADM2"
32.0222879999422,-0.043493863226326,1.05407172933865,-0.0412627167731886,0.96708645544634,0.997925945553842,"CALCR"
51.1911880337032,0.130402224584593,0.47174567627159,0.276424843180796,0.782221777685949,0.997925945553842,"CNR1"
27.4390925696654,-1.04643285597697,0.97982423248245,-1.06798017571556,0.285529454293356,0.997925945553842,"CREBRF"
40.3897500827151,0.107270125070138,0.898435541931687,0.119396573336248,0.904961175958466,0.997925945553842,"DPP9"
35.253780442563,-0.0844498019975092,1.07637611493734,-0.0784575213306601,0.937464119086864,0.997925945553842,"GIPR"
61.6760129175538,-0.183251215018704,5.33505392125824,-0.03434852163134,0.972599233009636,0.997925945553842,"GPR151"
36.2358641780172,0.367410130170312,1.02941784047037,0.356910591332314,0.721158740449653,0.997925945553842,"GPR75"
25.689072331469,0.269828735870948,0.915361934022299,0.294778191928151,0.768163326898407,0.997925945553842,"KIAA0586"
23.3172546959106,-0.664197734386198,0.906686962229676,-0.73255463247518,0.463830110014941,0.997925945553842,"KIAA1109"
51.3684340863047,-0.0296857584802497,0.834338436859474,-0.0355799962806335,0.971617258876835,0.997925945553842,"KSR2"
27.7683288187386,0.0622561078909786,0.958367243639877,0.0649605965814629,0.948205373330128,0.997925945553842,"LEP"
34.1053146673766,0.244318945254351,1.09573256382712,0.222973153595989,0.823556400858246,0.997925945553842,"MRAP2"
28.0658807676024,0.123440984777456,0.965537924024109,0.127846852729499,0.898270171148488,0.997925945553842,"NRP1"
38.5099941493792,-0.798142439977101,0.942962018150964,-0.846420560546185,0.397318172599132,0.997925945553842,"NRP2"
19.4132652703615,0.0806776768141072,0.815327945997947,0.0989511977482375,0.921177018410311,0.997925945553842,"NTRK2"
32.6168747928877,-0.68530178007382,1.07953803334833,-0.634810223358475,0.525552194801323,0.997925945553842,"PDE3B"
24.6872442748518,-0.444173896830958,0.906339043654025,-0.490074768312102,0.624080991896512,0.997925945553842,"PHIP"
33.839754532434,-0.121204989209066,1.07687039249696,-0.112552996213431,0.910384951747303,0.997925945553842,"PPARG"
20.8769231346573,-0.0220976669296866,0.835037572215867,-0.0264630810216694,0.978887980356049,0.997925945553842,"ROBO1"
41.7651100025286,-0.0422477085590067,0.759164691687463,-0.0556502548414085,0.955620428930522,0.997925945553842,"SPARC"
19.5659935806078,0.525736938050729,0.883474176379226,0.595079009785409,0.551790658672308,0.997925945553842,"TMEM18"
22.156696281416,0.926430586839546,0.848614389883369,1.0916979465395,0.274965888078761,0.997925945553842,"UHMK1"
